RequestID,OperationType,Time_ns
963,PUT,1001
964,GET,601
965,GET,399
966,GET,301
967,PUT,901
968,PUT,799
969,GET,299
970,GET,201
971,GET,400
972,GET,301
973,PUT,700
974,PUT,1200
975,GET,1600
976,GET,200
977,GET,401
978,GET,199
979,GET,499
980,GET,400
981,GET,700
982,GET,400
983,PUT,799
984,GET,200
985,PUT,1101
986,GET,599
987,GET,299
988,PUT,900
989,GET,200
990,GET,400
991,GET,600
992,PUT,1600
993,GET,700
994,GET,400
995,GET,600
996,GET,700
997,GET,600
998,GET,601
999,GET,1500
1000,GET,200
1001,GET,700
1002,PUT,1800
1003,PUT,1801
1004,GET,500
1005,PUT,1200
1006,GET,401
1007,PUT,1000
1008,GET,400
1009,PUT,901
1010,GET,299
1011,GET,200
1012,PUT,1200
1013,GET,600
1014,GET,199
1015,GET,201
1016,PUT,1000
1017,PUT,1000
1018,PUT,700
1019,GET,599
1020,GET,200
1021,GET,400
1022,PUT,901
1023,GET,599
1024,GET,201
1025,PUT,900
1026,PUT,600
1027,GET,300
1028,GET,200
1029,GET,601
1030,PUT,800
1031,GET,499
1032,PUT,800
1033,GET,500
1034,GET,901
1035,GET,400
1036,GET,401
1037,GET,400
1038,GET,601
1039,GET,399
1040,GET,500
1041,GET,499
1042,PUT,1200
1043,GET,700
1044,GET,201
1045,GET,500
1046,PUT,699
1047,GET,601
1048,PUT,1000
1049,GET,200
1050,PUT,901
1051,GET,500
1052,GET,300
1053,PUT,1000
1054,PUT,500
1055,PUT,900
1056,GET,400
1057,GET,299
1058,PUT,600
1059,PUT,700
1060,GET,800
1061,GET,401
1062,GET,400
1063,GET,301
1064,PUT,600
1065,PUT,1001
1066,GET,500
1067,GET,401
1068,GET,500
1069,GET,599
1070,GET,5500
1071,GET,200
1072,PUT,1200
1073,GET,300
1074,GET,7701
1075,GET,299
1076,GET,500
1077,GET,399
1078,PUT,2799
1079,GET,500
1080,PUT,1000
1081,GET,300
1082,GET,300
1083,GET,300
1084,GET,199
1085,PUT,701
1086,PUT,900
1087,GET,399
1088,GET,500
1089,PUT,599
1090,PUT,600
1091,GET,400
1092,GET,300
1093,PUT,1000
1094,GET,200
1095,GET,301
1096,GET,401
1097,GET,400
1098,PUT,1001
1099,GET,300
1100,GET,299
1101,GET,201
1102,GET,400
1103,GET,299
1104,GET,200
1105,GET,201
1106,PUT,700
1107,GET,401
1108,GET,199
1109,PUT,999
1110,GET,300
1111,GET,400
1112,GET,599
1113,GET,101
1114,PUT,1000
1115,GET,300
1116,PUT,1000
1117,PUT,700
1118,GET,301
1119,PUT,800
1120,GET,200
1121,GET,401
1122,GET,99
1123,GET,600
1124,PUT,600
1125,PUT,1999
1126,GET,300
1127,GET,600
1128,GET,300
1129,GET,501
1130,GET,501
1131,PUT,1401
1132,GET,901
1133,GET,600
1134,GET,300
1135,PUT,1500
1136,GET,500
1137,GET,299
1138,GET,299
1139,GET,301
1140,GET,401
1141,GET,400
1142,GET,601
1143,GET,200
1144,PUT,1199
1145,PUT,1100
1146,GET,300
1147,GET,400
1148,PUT,700
1149,PUT,900
1150,GET,200
1151,GET,301
1152,PUT,700
1153,GET,200
1154,GET,301
1155,GET,400
1156,GET,300
1157,PUT,500
1158,GET,300
1159,GET,200
1160,GET,200
1161,GET,500
1162,PUT,899
1163,GET,500
1164,GET,399
1165,PUT,700
1166,GET,199
1167,GET,201
1168,PUT,799
1169,GET,200
1170,GET,200
1171,PUT,899
1172,GET,399
1173,PUT,700
1174,GET,400
1175,GET,299
1176,GET,200
1177,GET,99
1178,GET,400
1179,GET,300
1180,PUT,500
1181,GET,199
1182,GET,399
1183,GET,200
1184,GET,300
1185,PUT,899
1186,GET,299
1187,PUT,1099
1188,GET,599
1189,PUT,800
1190,GET,500
1191,GET,200
1192,GET,300
1193,GET,401
1194,PUT,599
1195,GET,301
1196,PUT,901
1197,GET,600
1198,PUT,799
1199,GET,200
1200,GET,200
1201,PUT,901
1202,PUT,1000
1203,GET,200
1204,PUT,599
1205,GET,400
1206,GET,300
1207,GET,100
1208,GET,200
1209,GET,200
1210,GET,101
1211,GET,399
1212,GET,300
1213,GET,300
1214,GET,301
1215,GET,200
1216,GET,200
1217,GET,200
1218,GET,400
1219,PUT,899
1220,GET,200
1221,GET,199
1222,PUT,600
1223,GET,500
1224,GET,301
1225,GET,199
1226,PUT,999
1227,PUT,801
1228,GET,301
1229,GET,400
1230,GET,199
1231,GET,500
1232,GET,301
1233,PUT,699
1234,PUT,601
1235,GET,400
1236,GET,301
1237,GET,401
1238,GET,301
1239,GET,300
1240,PUT,700
1241,GET,200
1242,GET,200
1243,PUT,1799
1244,PUT,1900
1245,GET,600
1246,GET,401
1247,PUT,1900
1248,GET,299
1249,GET,701
1250,GET,600
1251,GET,301
1252,GET,200
1253,GET,300
1254,GET,300
1255,GET,200
1256,GET,500
1257,GET,399
1258,GET,500
1259,GET,200
1260,GET,300
1261,GET,401
1262,GET,399
1263,GET,401
1264,GET,300
1265,GET,799
1266,PUT,700
1267,GET,301
1268,PUT,600
1269,GET,200
1270,GET,199
1271,GET,201
1272,GET,400
1273,GET,101
1274,PUT,2100
1275,PUT,1001
1276,GET,301
1277,PUT,1200
1278,PUT,1801
1279,GET,899
1280,PUT,801
1281,GET,301
1282,GET,199
1283,GET,200
1284,GET,400
1285,GET,499
1286,GET,200
1287,GET,100
1288,GET,200
1289,PUT,899
1290,GET,301
1291,GET,301
1292,GET,500
1293,GET,299
1294,GET,200
1295,PUT,599
1296,GET,199
1297,PUT,900
1298,GET,200
1299,GET,199
1300,PUT,900
1301,GET,200
1302,GET,200
1303,GET,300
1304,GET,300
1305,GET,99
1306,GET,200
1307,PUT,901
1308,GET,401
1309,GET,400
1310,PUT,901
1311,GET,400
1312,GET,299
1313,PUT,1199
1314,GET,200
1315,PUT,700
1316,PUT,699
1317,PUT,500
1318,GET,300
1319,GET,200
1320,PUT,1000
1321,GET,399
1322,PUT,600
1323,PUT,700
1324,GET,300
1325,PUT,1000
1326,GET,400
1327,GET,299
1328,GET,300
1329,GET,100
1330,PUT,1000
1331,PUT,900
1332,PUT,700
1333,GET,401
1334,PUT,900
1335,PUT,899
1336,GET,200
1337,PUT,500
1338,GET,299
1339,GET,201
1340,GET,300
1341,PUT,900
1342,GET,200
1343,PUT,1001
1344,GET,401
1345,GET,301
1346,GET,300
1347,GET,399
1348,GET,299
1349,GET,300
1350,GET,200
1351,GET,899
1352,GET,299
1353,GET,201
1354,GET,599
1355,GET,101
1356,GET,199
1357,GET,200
1358,GET,199
1359,PUT,999
1360,PUT,700
1361,GET,300
1362,PUT,900
1363,GET,200
1364,GET,301
1365,GET,300
1366,GET,401
1367,GET,301
1368,GET,200
1369,GET,300
1370,GET,300
1371,GET,199
1372,GET,299
1373,GET,201
1374,GET,300
1375,GET,199
